url,title,rating,reviews,initial_price,final_price,currency,image,seller_name,breadcrumb,product_specifications,product_description,seller_ratings,seller_ship_on_time,seller_chat_response,sku,mpn,colors,variations,color,returns_and_warranty,is_super_seller,promotions,brand,product_variation,lazmall,domain,number_sold,gmv
"https://www.lazada.co.id/products/printer-hp-smart-ink-tank-585-750-adf-720-615-fax-670-580-210-all-in-one-print-scan-copy-wireless-wifi-usb-bluetooth-fotocopy-color-colour-warna-official-i2875608666-s14253712253.html","Printer HP Smart Ink Tank 585 / 750 ADF / 720 / 615 Fax / 670 / 580 / 210 / All in One (Print Scan Copy) Wireless Wifi USB Bluetooth Fotocopy Color Colour Warna Official","4.9",55,"2400000","1850000","IDR","[""https://img.lazcdn.com/g/p/73b11e3a673b1dd83bccc5c612d3e075.jpg_720x720q80.jpg_.webp"",""https://img.lazcdn.com/g/p/1340ae5fcbb423729ba76084049ecefa.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/ead67818f35bf06e81e35a56552de27c.png_80x80q80.png_.webp"",""https://img.lazcdn.com/g/p/73b11e3a673b1dd83bccc5c612d3e075.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/81a1d16b149a16a03bc4ba37fa3e4b1b.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/e6d6f31e17579c8752454e87f49e39f8.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/9f4469e17ac8f7ad93c66d35b1792f3e.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/08c23572289bd429a2f6ce538c734a1c.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/17392763c91de6f5fa98f968ee0044d5.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/1e81533dfcf92aa05f2c79c7ec55cc12.jpg_80x80q80.jpg_.webp""]","HP","[""Pencetak & Monitor"",""Printer"",""Printer Ink Jet""]","[{""name"":""Merek"",""value"":""HP""},{""name"":""SKU"",""value"":""2875608666_ID-14253712253""},{""name"":""Gtin"",""value"":""0192545948142""},{""name"":""Voltase Input"",""value"":""100-240 V""},{""name"":""Tipe Fungsi Printer"",""value"":""Multi-Fungsi""},{""name"":""Kecepatan Print"",""value"":""11-20ppm""},{""name"":""Warna Mono"",""value"":""Mono & Warna""},{""name"":""Model"",""value"":""3YW73A""},{""name"":""Print 2 Sisi"",""value"":""Tidak""},{""name"":""USB Support"",""value"":""ya""},{""name"":""Plug Type"",""value"":""wireless""},{""name"":""Tipe Garansi"",""value"":""Garansi Produsen Lokal""},{""name"":""Masa Garansi"",""value"":""2 Tahun""}]","HP. printer cetak foto bluetooth buat hp. printer bluetooth buat hp kertas hvs. paket usaha sablon printer dtf. printer epson l3210 promo baru. kredit hp tanpa dp di lazada. Smart Tank 5851F3Y4A. Smart Tank 750 ADF 6UU47A. Smart Tank 7206UU46A. Smart Tank 615 FAX Y0F71A. Smart Tank 6706UU48A. Smart Tank 5801F3Y2A. Smart Tank 2103D4L3A. Color or black: Color. Connectivity: 1 USB 2.0. Wireless capability: Yes. Max output capacity: Up to 30 sheets. Number of print cartridges: 4 1 each black bottle, set of 3 color bottles). Ink types: Pigment-based black), Dye-based color). Replacement cartridges: HP GT5390-ml Black Original Ink Bottle 1VV22AL, HP GT53XL 135-ml Black Original Ink Bottle 1VV21AL, HP GT52 Cyan Original Ink Bottle M0H54AL, HP GT52 Magenta Original Ink Bottle M0H55AL, HP GT52 Yellow Original Ink Bottle M0H56AL, HP GT523-pack Cyan/Magenta/Yellow Original Ink Bottles X4E44AL",0.96,"100%","100%","2875608666_ID-14253712253","2875608666","null","[{""name"":""Smart Ink Tank"",""variations"":[""720"",""615"",""670"",""210""]}]","","[""Produk Original"",""Berubah Pikiran"",""30 Hari Gratis Pengembalian"",""2 Tahun Garansi Produsen Lokal""]",true,"[]","HP","[{""name"":""Smart Ink Tank"",""value"":""210""}]",true,"https://www.lazada.co.id",99,183150000
"https://www.lazada.co.id/products/tinta-printer-hp-original-gt52-yellow-cyan-magenta-tinta-suntik-smart-tank-670-720-750-500-115-315-319-415-419-500-515-525-585-615-670-official-i11260237-s13976238238.html","Tinta Printer HP Original GT52 Yellow - Cyan - Magenta - Tinta Suntik Smart Tank 670 , 720 , 750 , 500 ,115 , 315 , 319 , 415 , 419 , 500 , 515 , 525 , 585 , 615 , 670 Official","5.0",101,"0","91000","IDR","[""https://img.lazcdn.com/g/p/13b130440e3c693e5c6271ff6051e912.jpg_720x720q80.jpg_.webp"",""https://img.lazcdn.com/g/p/13b130440e3c693e5c6271ff6051e912.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/3249d37723339b5859d3a867382bb036.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/9f490fc32a7e567b0e8558cba2b65cf4.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/a32810251310cc23c4d27e6424bc2189.png_120x120q80.png_.webp"",""https://img.lazcdn.com/g/p/7d3396bbd9d7e01974770362ab20f790.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/0ce7216ea1e091208183800a55957fa8.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/857556257c725c2a078b80f7090b550b.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/749c3b24fb129035ff18fa54d8b31d79.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/ce19c342da6518b87e0f71b046b4fcfb.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/620997a7c5c314a30a449dd97e4df33d.jpg_120x120q80.jpg_.webp""]","HP","[""Pencetak & Monitor"",""Tinta Printer"",""Kartrid Tinta""]","[{""name"":""Merek"",""value"":""HP""},{""name"":""SKU"",""value"":""11260237_ID-13976238238""},{""name"":""Gtin"",""value"":""0889296713128""},{""name"":""Model"",""value"":""M0H56AA""},{""name"":""Tipe Garansi"",""value"":""Garansi Produsen Lokal""},{""name"":""Masa Garansi"",""value"":""6 Bulan""}]","HP. cartridge printer hp laser jet p1102 original. catridge printer hp ink tank 110. cartridge hp ink tank 315 warna. cartridge hp ink tank 315 hitam. tinta printer hp gt 52 90 ml. Technology: Ink. Compatibility: HP DeskJet GT 5800 series, HP Ink Tank 100,300,400 series, HP Smart Tank 400,500,600,700,6000,7000 series. Ink bottle. Keandalan yang teruji. Dapatkan hasil cetak mengagumkan untuk semua kenangan Anda menggunakan Tinta HP Asli yang berkualitas tinggi. Harga lebih terjangkau. Dapatkan pengalaman yang luar biasa dari hasil cetak yang tahan pudar seumur hidup ketika menggunakan Tinta HP Asli. Kualitas terbaik. Abadikan lebih banyak momen dengan jumlah halaman lebih banyak dan biaya cetak yang efisien saat Anda mencetak dengan Tinta HP XL asli. Mencetak dengan Ramah Lingkungan. Hingga 80 kartrid tinta HP Asli saat ini sebagian diproduksi menggunakan bahan plastik daur ulang dari proses closed-loop recycling CLR). HP Cartridge Toner Printer khusus dibuat untuk membuat hasil print c",0.96,"100%","100%","11260237_ID-13976238238","11260237","[""Cyan"",""Magenta"",""Kuning""]","[{""name"":""Warna"",""variations"":[""Cyan"",""Magenta"",""Kuning""]},{""name"":""Variasi Produk"",""variations"":[""Cyan"",""Magenta"",""Yellow""]}]","Magenta","[""Produk Original"",""Berubah Pikiran"",""30 Hari Gratis Pengembalian"",""6 Bulan Garansi Produsen Lokal""]",true,"[]","HP","[{""name"":""Warna"",""value"":""Magenta""},{""name"":""Variasi Produk"",""value"":""Magenta""}]",true,"https://www.lazada.co.id",305,27755000
"https://www.lazada.co.id/products/trunki-ride-on-luggage-tas-koper-duduk-anak-i7950320981-s14363222331.html","Trunki Ride on Luggage - Tas Koper Duduk Anak","0",0,"1199000","959200","IDR","[""https://img.lazcdn.com/g/p/66cb57f80a79b6ff3d8085957be4dbaf.jpg_720x720q80.jpg_.webp"",""https://img.lazcdn.com/g/p/66cb57f80a79b6ff3d8085957be4dbaf.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/8c0ebd1278fb63f7e11fbd1c59ccc2fe.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/a233d33cb61c3e27508ddb09afe78d05.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/3ecd722a256d600c02f38730ba933949.jpg_120x120q80.jpg_.webp""]","Early Learning Centre","[""Tas & Travel"",""Tas Anak"",""Koper""]","[{""name"":""Merek"",""value"":""elc""},{""name"":""SKU"",""value"":""7950320981_ID-14363222336""}]","Trunki Ride on Luggage-Tas Koper Duduk Anak",0.91,"100%","","7950320981_ID-14363222331","7950320981","[""Trixie"",""Tipu Tiger"",""Flossi Flamingo"",""Bernard Bee"",""Rocco Race Care"",""Police Car"",""Boris Bus"",""Pedro Pirate"",""Harley Ladybug""]","[{""name"":""Color"",""variations"":[""Trixie"",""Tipu Tiger"",""Flossi Flamingo"",""Bernard Bee"",""Rocco Race Care"",""Police Car"",""Boris Bus"",""Pedro Pirate"",""Harley Ladybug""]}]","Police Car","[""Produk Original"",""Berubah Pikiran"",""30 Hari Gratis Pengembalian"",""Tidak ada garansi""]",true,"[]","elc","[{""name"":""Color"",""value"":""Police Car""}]",true,"https://www.lazada.co.id",0,0
"https://www.lazada.co.id/products/handel-lojel-warnahandel-koper-handel-koper-viber-sparepart-koper-i7578640280-s13990362197.html","HANDEL LOJEL WARNA,HANDEL KOPER, HANDEL KOPER VIBER, SPAREPART KOPER","4.6",15,"0","43000","IDR","[""https://img.lazcdn.com/g/ff/kf/S8a6c5b64363b4ac0b77f4da0a380d272G.jpg_720x720q80.jpg_.webp"",""https://img.lazcdn.com/g/p/6528f0de8f96a55385205f67eddae8dc.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/a759a2ffdc3aa4cd9ae03a4e129424ea.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/d13792a23afb281ebe7fa4ba76b7a419.jpg_120x120q80.jpg_.webp""]","dewi05588","[""Tas & Travel"",""Tas Anak"",""Koper""]","[{""name"":""Merek"",""value"":""Tidak Ada Merk""},{""name"":""SKU"",""value"":""7578640280_ID-14521834361""}]","Tidak Ada Merk. handle koper delsey 22 inc original. tas untuk les anak perempuan. pengganti handle koper lojel. handle koper pegangan 18 cm. koper baju buat mudik murah",0.96,"100%","100%","7578640280_ID-13990362197","7578640280","null","[{""name"":""HANDEL"",""variations"":[""lojel unggu"",""lojel light green"",""lojel kuning"",""lojel merah"",""lojel biru dongker"",""lojel biru muda"",""lojel biru tosca"",""lojel mocca"",""lojel coklat"",""lojel army"",""lojel orange"",""lojel peach"",""lojel white"",""lojel grey""]}]","","[""Berubah Pikiran"",""7 Hari Gratis Pengembalian"",""Tidak ada garansi""]",false,"[]","Tidak Ada Merk","[{""name"":""HANDEL"",""value"":""lojel biru muda""}]",false,"https://www.lazada.co.id",56,2408000
"https://www.lazada.co.id/products/roda-koper-roda-koper-kain-sparepart-koper-i7578648511-s13988300547.html","RODA KOPER, RODA KOPER KAIN, SPAREPART KOPER","5.0",1,"0","69000","IDR","[""https://img.lazcdn.com/g/ff/kf/Sd76e1ceedff840f69139fa14268ac4b7G.jpg_720x720q80.jpg_.webp"",""https://img.lazcdn.com/g/p/988676ea3f92aba2ad936665327861cb.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/ddad2c67644c288c51c2dd1d68c11c24.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/2b492141cee660c161229f9f31a56fb8.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/0703ca0710b7893c31761139fb036738.jpg_80x80q80.jpg_.webp""]","dewi05588","[""Tas & Travel"",""Tas Anak"",""Koper""]","[{""name"":""Merek"",""value"":""Tidak Ada Merk""},{""name"":""SKU"",""value"":""7578648511_ID-13988300547""}]","WAJIB CHAT ADMINLANGSUNG BELI = NO RETURNRoda Koper kainBisa putar 3601Set isi 4pc rodatidak include bautno returnbarang selalu ready stok",0.96,"100%","100%","7578648511_ID-13988300547","7578648511","null","[{""name"":""roda gepeng"",""variations"":[""roda gepeng""]}]","","[""Berubah Pikiran"",""7 Hari Gratis Pengembalian"",""Tidak ada garansi""]",false,"[]","Tidak Ada Merk","[{""name"":""roda gepeng"",""value"":""roda gepeng""}]",false,"https://www.lazada.co.id",3,207000
"https://www.lazada.co.id/products/justice-girls-panda-rolling-luggage-tas-anak-perempuan-i5429880163-s10802710285.html","Justice Girls Panda Rolling Luggage - Tas Anak Perempuan","0",0,"0","599000","IDR","[""https://img.lazcdn.com/g/p/d5168aa6c9222f11702f6d4af3ef9409.jpg_720x720q80.jpg_.webp"",""https://img.lazcdn.com/g/p/d5168aa6c9222f11702f6d4af3ef9409.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/c036236e10c84ba7828837cb25029347.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/c6c685bd2ffd079781419aeeecbaffc6.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/208941c251f18b523468894e07d2022e.jpg_120x120q80.jpg_.webp""]","Justice Kids","[""Tas & Travel"",""Tas Anak"",""Koper""]","[{""name"":""Merek"",""value"":""Justice""},{""name"":""SKU"",""value"":""5429880163_ID-10802710285""}]","- Item #  7629541-  Fun and shimmery travel style -  Colorful go-ready luggage with shimmering holo accents and cuddly panda graphics-  Top handles or retractable rolling pull handle for multiple ways to carry -  Zip closure -  18'' W x 8.5'' L x 12'' H-",0.98,"70%","100%","5429880163_ID-10802710285","5429880163","[""Black""]","[{""name"":""Warna"",""variations"":[""Black""]}]","Black","[""Produk Original"",""Berubah Pikiran"",""30 Hari Gratis Pengembalian"",""Tidak ada garansi""]",true,"[""Belanja Rp550.000""]","Justice","[{""name"":""Warna"",""value"":""Black""}]",true,"https://www.lazada.co.id",0,0
"https://www.lazada.co.id/products/trunki-ride-on-luggage-tas-koper-duduk-anak-i7950320981-s14363222335.html","Trunki Ride on Luggage - Tas Koper Duduk Anak","0",0,"0","1199000","IDR","[""https://img.lazcdn.com/g/p/66cb57f80a79b6ff3d8085957be4dbaf.jpg_720x720q80.jpg_.webp"",""https://img.lazcdn.com/g/p/66cb57f80a79b6ff3d8085957be4dbaf.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/8c0ebd1278fb63f7e11fbd1c59ccc2fe.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/a233d33cb61c3e27508ddb09afe78d05.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/3ecd722a256d600c02f38730ba933949.jpg_120x120q80.jpg_.webp""]","Early Learning Centre","[""Tas & Travel"",""Tas Anak"",""Koper""]","[{""name"":""Merek"",""value"":""elc""},{""name"":""SKU"",""value"":""7950320981_ID-14363222336""}]","Trunki Ride on Luggage-Tas Koper Duduk Anak",0.91,"100%","","7950320981_ID-14363222335","7950320981","[""Trixie"",""Tipu Tiger"",""Flossi Flamingo"",""Bernard Bee"",""Rocco Race Care"",""Police Car"",""Boris Bus"",""Pedro Pirate"",""Harley Ladybug""]","[{""name"":""Color"",""variations"":[""Trixie"",""Tipu Tiger"",""Flossi Flamingo"",""Bernard Bee"",""Rocco Race Care"",""Police Car"",""Boris Bus"",""Pedro Pirate"",""Harley Ladybug""]}]","Tipu Tiger","[""Produk Original"",""Berubah Pikiran"",""30 Hari Gratis Pengembalian"",""Tidak ada garansi""]",true,"[]","elc","[{""name"":""Color"",""value"":""Tipu Tiger""}]",true,"https://www.lazada.co.id",0,0
"https://www.lazada.co.id/products/tas-koper-troli-lucu-anak-perempuan-garsel-harga-grosir-i125726947-s11441830232.html","TAS KOPER TROLI Lucu ANAK PEREMPUAN GARSEL HARGA GROSIR","4.0",4,"0","200000","IDR","[""https://img.lazcdn.com/g/p/9d00702fef4f02e6c1aa048b902fc361.jpg_720x720q80.jpg_.webp"",""https://img.lazcdn.com/g/p/9d00702fef4f02e6c1aa048b902fc361.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/70c61cab53df6a0abcacbaf6a43999a5.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/ff/kf/Se88fd50a6b584237a54c78be1ba60f6bh.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/465733fefe7a3fbe3cffd8b656239671.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/4f6ab0dd8a0b8131ff333850dfdeefc0.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/ba745f337a45c54dbccd6f1115763d44.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/ac57cc6d6f6a6a44fa060a9a3afe9015.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/ff/kf/Sf0f7990ab8dd43e0b7f7cb934dba2d26t.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/mdc/ef69cc7e18a3bb4c43fb26633208d84b.jpg_80x80q80.jpg_.webp""]","Shoes Distribution","[""Tas & Travel"",""Tas Anak"",""Koper""]","[{""name"":""Merek"",""value"":""Garsel Fashion""},{""name"":""SKU"",""value"":""125726947_ID-11441956643""},{""name"":""Bahan"",""value"":""Dolby""},{""name"":""Ukuran koper"",""value"":""16 - 19 inci""},{""name"":""Model"",""value"":""GWI 5872""},{""name"":""Material Case Koper"",""value"":""Softcase""},{""name"":""Tahan Air/Anti Air"",""value"":""Tahan Air""},{""name"":""Rekomendasi Pengguna"",""value"":""uniseks""},{""name"":""Tipe Garansi"",""value"":""Pemasok Garansi""},{""name"":""Masa Garansi"",""value"":""1 Bulan""}]","Garsel Fashion Softcase Dolby uniseks. tas koper mini untuk anak sekolah. tas sekolah model koper anak tk. koper baju yang bisa di naikin. tas koper anak yang bisa jalan. koper yg bisa di dudukin anak. BAHAN DOLBY. PANJANG 27 CM. TINGGI 34 CM. LEBAR 12 CM",0.81,"","","125726947_ID-11441830232","125726947","[""Merah Jambu"",""GWI 5912"",""GWI 6528"",""GWI 5874"",""KKM 6530"",""GWI 6529"",""Kuda Pony"",""Jagoan""]","[{""name"":""Warna"",""variations"":[""Merah Jambu"",""GWI 5912"",""GWI 6528"",""GWI 5874"",""KKM 6530"",""GWI 6529"",""Kuda Pony"",""Jagoan""]}]","Kuda Pony","[""Berubah Pikiran"",""7 Hari Gratis Pengembalian"",""1 Bulan Pemasok Garansi""]",false,"[]","Garsel Fashion","[{""name"":""Warna"",""value"":""Kuda Pony""}]",false,"https://www.lazada.co.id",17,3400000
"https://www.lazada.co.id/products/little-x-eight-yuji-waist-bag-i6792010965-s12883214826.html","Little X eight Yuji Waist Bag","0",0,"0","289900","IDR","[""https://img.lazcdn.com/g/p/7d67a495bc5fe03654d8cb754f0d955a.jpg_720x720q80.jpg_.webp"",""https://img.lazcdn.com/g/p/7d67a495bc5fe03654d8cb754f0d955a.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/7960008396260c4aa972b35891508229.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/083d4e9afd3b2e1c332fbbb3a15dc481.jpg_80x80q80.jpg_.webp""]","Little X8","[""Tas & Travel"",""Tas Anak"",""Koper""]","[{""name"":""Merek"",""value"":""LittleX8""},{""name"":""SKU"",""value"":""6792010965_ID-12883214826""},{""name"":""Tipe Garansi"",""value"":""tidak ada jaminan""}]","Yuji Waist Bag  Panjang : 21 cm Lebar : 8 cm Tinggi : 30 cm Price : IDR 289.900 Grab it fast before sold out!! Happy shopping with Little X Eight",0.99,"","","6792010965_ID-12883214826","6792010965","null","[]","","[""Produk Original"",""Berubah Pikiran"",""30 Hari Gratis Pengembalian"",""Tidak ada garansi""]",true,"[]","LittleX8","[]",true,"https://www.lazada.co.id",0,0
"https://www.lazada.co.id/products/troli-roda-3-sekolah-sd-smp-troli-lipat-bahan-pvc-import-serbaguna-i8169340043-s14572608697.html","TROLI RODA 3 SEKOLAH SD SMP TROLI LIPAT BAHAN PVC IMPORT SERBAGUNA","0",0,"430000","219900","IDR","[""https://img.lazcdn.com/g/p/755b79d1007dd9df066ab44f085aaa17.jpg_720x720q80.jpg_.webp"",""https://img.lazcdn.com/g/p/755b79d1007dd9df066ab44f085aaa17.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/46eca87386f1ca9cad8eb37694a27bf1.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/fee01d3053ff2500beab722c07efd3fa.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/3cf5baf46a0e648856b288bfc6be6aa6.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/3460f47296e8ed630fb9b0e9a84cd678.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/096868195df15e228621c268d8155142.jpg_120x120q80.jpg_.webp""]","Butterbeer.Shop","[""Tas & Travel"",""Tas Anak"",""Koper""]","[{""name"":""Merek"",""value"":""No Brand""},{""name"":""SKU"",""value"":""8169340043_ID-14572608697""},{""name"":""Bahan"",""value"":""PVC & Plastik""}]","DETAIL TROLI 3 RODA SD SMPBAHAN : PVCSIZE DAPAT DIATUR SENDIRI : DARI 43 CM,66CM, 90CMDAPAT DILIPATGAGANG TROLLY STAINLESSMEMPUNYAI 3 RODA PUTAR MOHON UNTUK MEMBUAT VIDEO SAAT UNBOXING KARENA KAMI HANYA MENERIMA KOMPLAIN JIKA ADA VIDEO UNBOXING..---------------------------MOHON MEMPERHATIKAN VARIASI TAS YG MAU KALIAN BELI DAN DESKRIPSI BAHAN MASING2 KODE, BARANG AKAN DICEK SEBELUM DIKIRIM!",0.94,"100%","","8169340043_ID-14572608697","8169340043","[""Hitam"",""PINK""]","[{""name"":""Warna"",""variations"":[""Hitam"",""PINK""]}]","PINK","[""Berubah Pikiran"",""7 Hari Gratis Pengembalian"",""Tidak ada garansi""]",false,"[]","No Brand","[{""name"":""Warna"",""value"":""PINK""}]",false,"https://www.lazada.co.id",0,0
"https://www.lazada.co.id/products/koper-hello-kitty-untuk-anak-sekolah-koper-hello-kitty-4-roda-utk-anak-sd-koper-hello-kitty-bahan-fiber-i337408072-s348050273.html","KOPER HELLO KITTY untuk anak sekolah // koper hello kitty 4 roda utk anak SD // koper hello kitty bahan fiber","0",0,"0","250000","IDR","[""https://img.lazcdn.com/g/ff/kf/Sb52bcbcf10d447c8ad106617a40933d9G.jpg_720x720q80.jpg_.webp"",""https://img.lazcdn.com/g/ff/kf/Sb52bcbcf10d447c8ad106617a40933d9G.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/ff/kf/S62831456eca844ce90d035ae3a11a14fc.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/ff/kf/S650ff486e6ba48f3a4c4a81096a139c5C.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/ff/kf/Sd5e3dba80d17465284654b80237562a3j.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/355257f9ba25d47e6d4be0ee51b93e44.jpg_120x120q80.jpg_.webp""]","KITTY SOPHIE HOUSE","[""Tas & Travel"",""Tas Anak"",""Koper""]","[{""name"":""Merek"",""value"":""Hello Kitty""},{""name"":""SKU"",""value"":""337408072_ID-348050273""},{""name"":""Model"",""value"":""ID106O4-KITTY SOPHIE HOUSE""},{""name"":""Tipe Garansi"",""value"":""tidak ada jaminan""},{""name"":""Opsi Pengiriman Instant"",""value"":""ya""}]","Hello Kitty. Product Name: KOPER HELLO KITTY. Sku Id: 151216922. Estimate Delivery(Days): 3. Uk 16iBisa utk anak sekolah#koper koperanak kopermurah koperfiber koperasli koperhellokitty koperhellokittypink koper4roda koperbagus koperoriginal hellokitty hellokittycollection hellokittylover hellokittystuff hellokittymurah hellokittycollection hellokittyindonesia hellokittysurabaya",0.9,"","","337408072_ID-348050273","337408072","[""Netral""]","[{""name"":""Warna"",""variations"":[""Netral""]}]","Netral","[""Berubah Pikiran"",""7 Hari Gratis Pengembalian"",""Tidak ada garansi""]",false,"[]","Hello Kitty","[{""name"":""Warna"",""value"":""Netral""}]",false,"https://www.lazada.co.id",1,250000
"https://www.lazada.co.id/products/justice-girls-blue-cheetah-hard-shell-suitcase-tas-anak-perempuan-i5429852399-s10802712349.html","Justice Girls Blue Cheetah Hard Shell Suitcase - Tas Anak Perempuan","0",0,"999000","949050","IDR","[""https://img.lazcdn.com/g/p/0b69a40383b177f973e81f454cb46f6a.jpg_720x720q80.jpg_.webp"",""https://img.lazcdn.com/g/p/0b69a40383b177f973e81f454cb46f6a.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/3rd/q/aHR0cHM6Ly9zaG9wanVzdGljZS5zY2VuZTcuY29tL2lzL2ltYWdlL2p1c3RpY2VQcm9kQVRHLzc2MjcxNjlfNjE1X0JhY2s=_120x120q80.png_.webp"",""https://img.lazcdn.com/3rd/q/aHR0cHM6Ly9pLmliYi5jby9tVHRZRDNUL0p1c3RpY2UtTG9nby1NYWluLmpwZw==_120x120q80.png_.webp"",""https://img.lazcdn.com/3rd/q/aHR0cHM6Ly9pLmliYi5jby9KRlNkVnBSL0p1c3RpY2UtTG9nby1IZWFydC5qcGc=_120x120q80.png_.webp""]","Justice Kids","[""Tas & Travel"",""Tas Anak"",""Koper""]","[{""name"":""Merek"",""value"":""Justice""},{""name"":""SKU"",""value"":""5429852399_ID-10802712349""}]","- Item # 7627169- Blue cheetah print hard shell suitcase- Front graphic messages NYC, Cali, Paris, London, Miami- Rolls 360 degrees on four wheels- Extendable arm and carrying handle- Black trim and lining- Interior mesh pocket that clips in to help hold items in place- 21'' x 14.5'' x 8.5''-",0.98,"70%","100%","5429852399_ID-10802712349","5429852399","[""Dark Grey Poly""]","[{""name"":""Warna"",""variations"":[""Dark Grey Poly""]}]","Dark Grey Poly","[""Produk Original"",""Berubah Pikiran"",""30 Hari Gratis Pengembalian"",""Tidak ada garansi""]",true,"[""Belanja Rp20.000""]","Justice","[{""name"":""Warna"",""value"":""Dark Grey Poly""}]",true,"https://www.lazada.co.id",0,0
